sold,quantity,price,reduction,date,store,days
3.0,6.0,166.0,50,2021-05-11,MAG_3,1
3.0,3.0,27.0,50,2021-09-02,MAG_4,3
2.0,10.0,56.0,50,2021-04-28,MAG_4,0
-0.0,4.0,108.0,50,2021-01-02,MAG_4,1
5.0,5.0,97.0,50,2021-02-28,MAG_3,3
5.0,6.0,86.0,50,2022-01-02,MAG_2,1
1.0,4.0,98.0,50,2022-01-20,MAG_3,0
4.0,6.0,42.0,50,2022-02-13,MAG_4,1
3.0,4.0,91.0,30,2021-04-19,MAG_4,1
4.0,4.0,18.0,50,2021-12-05,MAG_1,5
4.0,4.0,125.0,50,2021-10-21,MAG_2,8
4.0,5.0,69.0,50,2021-01-02,MAG_2,1
5.0,6.0,71.0,50,2021-10-25,MAG_2,1
3.0,3.0,223.0,50,2021-06-18,MAG_2,7
5.0,15.0,87.0,50,2022-03-26,MAG_2,1
2.0,2.0,68.0,50,2021-02-13,MAG_3,1
0.0,3.0,121.0,40,2021-07-26,MAG_2,0
6.0,6.0,126.0,30,2021-12-31,MAG_2,8
3.0,3.0,31.0,50,2021-01-03,MAG_3,5
3.0,3.0,148.0,30,2021-12-12,MAG_2,1
-0.0,4.0,108.0,50,2021-10-02,MAG_3,1
4.0,4.0,75.0,50,2022-03-29,MAG_4,8
4.0,5.0,108.0,50,2021-06-25,MAG_1,1
2.0,2.0,69.0,50,2021-10-06,MAG_2,9
1.0,1.0,80.0,50,2021-11-03,MAG_3,1
3.0,4.0,160.0,50,2021-12-26,MAG_4,1
2.0,6.0,113.0,30,2022-03-06,MAG_1,2
5.0,5.0,164.0,50,2021-02-27,MAG_3,5
15.0,15.0,90.0,50,2022-03-02,MAG_2,0
2.0,2.0,132.0,50,2021-02-10,MAG_4,6
3.0,5.0,214.0,30,2021-11-10,MAG_4,1
4.0,4.0,59.0,30,2021-04-30,MAG_3,7
1.0,5.0,26.0,50,2021-03-17,MAG_3,1
6.0,6.0,35.0,40,2021-08-13,MAG_3,3
5.0,5.0,51.0,50,2021-11-20,MAG_2,8
4.0,4.0,206.0,50,2021-03-14,MAG_3,2
1.0,2.0,50.0,40,2021-09-27,MAG_2,1
0.0,6.0,130.0,40,2022-01-05,MAG_1,1
4.0,4.0,48.0,50,2021-02-07,MAG_2,1
2.0,6.0,120.0,50,2021-10-09,MAG_4,2
2.0,2.0,153.0,50,2021-09-25,MAG_4,2
4.0,5.0,101.0,50,2022-03-25,MAG_2,2
6.0,6.0,153.0,30,2021-12-02,MAG_4,5
1.0,5.0,57.0,30,2021-04-04,MAG_2,1
2.0,6.0,21.0,50,2022-01-11,MAG_3,1
6.0,6.0,102.0,50,2022-02-06,MAG_4,2
5.0,5.0,78.0,30,2021-03-29,MAG_1,9
1.0,4.0,84.0,50,2022-03-30,MAG_4,1
6.0,6.0,113.0,50,2021-10-05,MAG_1,6
1.0,4.0,185.0,50,2021-03-27,MAG_2,0
6.0,6.0,36.0,50,2021-10-30,MAG_4,3
6.0,6.0,108.0,30,2022-01-24,MAG_1,6
1.0,4.0,139.0,50,2021-07-25,MAG_3,1
-0.0,1.0,94.0,40,2022-03-31,MAG_1,0
2.0,3.0,49.0,50,2022-03-13,MAG_1,1
1.0,6.0,102.0,50,2021-11-03,MAG_4,0
6.0,6.0,17.0,50,2022-01-08,MAG_4,1
-0.0,5.0,84.0,50,2021-04-22,MAG_3,1
6.0,6.0,144.0,50,2022-03-31,MAG_2,4
1.0,1.0,108.0,50,2021-05-12,MAG_4,1
6.0,6.0,55.0,50,2021-08-06,MAG_4,3
6.0,6.0,104.0,30,2021-01-20,MAG_2,2
2.0,2.0,74.0,30,2021-10-23,MAG_4,7
5.0,5.0,87.0,50,2021-08-17,MAG_3,9
5.0,6.0,25.0,50,2022-02-03,MAG_4,1
0.0,2.0,16.0,50,2022-02-09,MAG_3,1
1.0,3.0,19.0,30,2021-11-18,MAG_2,1
1.0,4.0,93.0,50,2021-05-25,MAG_2,1
3.0,5.0,107.0,50,2021-04-03,MAG_4,1
5.0,5.0,15.0,50,2021-02-23,MAG_4,0
5.0,5.0,63.0,40,2021-04-24,MAG_4,2
4.0,6.0,75.0,50,2021-10-08,MAG_2,2
1.0,1.0,156.0,30,2021-11-01,MAG_3,1
4.0,4.0,70.0,50,2021-11-25,MAG_1,1
-0.0,6.0,238.0,30,2021-12-25,MAG_1,1
3.0,4.0,125.0,50,2021-07-12,MAG_3,0
1.0,1.0,116.0,50,2021-07-31,MAG_2,4
5.0,5.0,138.0,50,2021-11-03,MAG_4,5
1.0,2.0,165.0,50,2021-12-05,MAG_3,1
6.0,6.0,69.0,30,2021-05-04,MAG_1,0
4.0,4.0,74.0,50,2021-01-12,MAG_3,7
2.0,3.0,155.0,40,2021-09-08,MAG_2,2
6.0,6.0,166.0,50,2021-11-12,MAG_4,6
6.0,6.0,104.0,50,2021-07-26,MAG_4,1
1.0,3.0,156.0,50,2021-04-02,MAG_2,2
5.0,5.0,79.0,40,2021-12-02,MAG_1,1
3.0,6.0,68.0,30,2022-03-08,MAG_4,1
5.0,5.0,48.0,40,2021-08-08,MAG_3,2
5.0,5.0,198.0,50,2022-03-08,MAG_2,5
4.0,6.0,171.0,50,2021-03-22,MAG_1,2
2.0,2.0,109.0,30,2022-02-24,MAG_3,2
4.0,4.0,108.0,30,2021-04-21,MAG_1,3
4.0,5.0,176.0,50,2021-02-10,MAG_1,1
8.0,8.0,185.0,50,2021-04-02,MAG_1,9
2.0,6.0,167.0,50,2021-09-21,MAG_2,1
-0.0,2.0,108.0,50,2021-06-11,MAG_2,1
2.0,2.0,102.0,50,2021-11-26,MAG_2,1
3.0,3.0,234.0,50,2021-10-11,MAG_1,9
5.0,5.0,56.0,30,2021-08-15,MAG_4,7
4.0,5.0,151.0,30,2021-10-24,MAG_1,2
5.0,5.0,279.0,30,2022-03-04,MAG_1,3
4.0,4.0,93.0,50,2021-04-18,MAG_1,4
6.0,6.0,174.0,50,2021-04-18,MAG_4,7
6.0,6.0,131.0,50,2021-11-03,MAG_2,7
2.0,5.0,48.0,50,2021-02-05,MAG_2,1
6.0,6.0,41.0,50,2022-01-31,MAG_2,8
4.0,4.0,54.0,50,2022-02-02,MAG_2,0
5.0,5.0,40.0,50,2021-12-10,MAG_4,4
1.0,5.0,98.0,50,2021-01-05,MAG_2,0
2.0,5.0,85.0,50,2021-04-12,MAG_4,1
2.0,3.0,49.0,30,2022-03-12,MAG_2,1
3.0,3.0,120.0,50,2021-10-30,MAG_2,8
4.0,4.0,110.0,50,2021-06-30,MAG_2,7
1.0,2.0,135.0,50,2021-01-08,MAG_2,1
0.0,1.0,155.0,50,2021-06-01,MAG_1,2
6.0,6.0,75.0,30,2021-06-28,MAG_3,5
2.0,4.0,119.0,50,2021-04-30,MAG_2,1
4.0,4.0,13.0,50,2021-07-26,MAG_1,2
1.0,1.0,18.0,50,2021-02-05,MAG_4,1
0.0,4.0,15.0,50,2021-07-03,MAG_2,0
0.0,4.0,103.0,50,2021-07-24,MAG_4,0
4.0,5.0,148.0,50,2021-03-22,MAG_3,0
2.0,3.0,16.0,50,2021-10-09,MAG_1,1
5.0,5.0,25.0,50,2021-03-13,MAG_2,1
3.0,4.0,64.0,50,2021-06-17,MAG_1,1
0.0,5.0,174.0,50,2021-11-07,MAG_1,1
6.0,6.0,110.0,50,2021-08-12,MAG_4,8
5.0,6.0,69.0,30,2021-11-20,MAG_2,1
5.0,6.0,143.0,50,2021-09-04,MAG_4,1
2.0,6.0,201.0,30,2021-03-10,MAG_2,0
3.0,5.0,64.0,30,2021-01-18,MAG_2,1
2.0,4.0,49.0,30,2021-05-02,MAG_2,0
1.0,3.0,141.0,40,2021-05-31,MAG_2,1
-0.0,1.0,149.0,50,2021-07-30,MAG_2,0
6.0,6.0,56.0,50,2022-03-29,MAG_4,5
6.0,6.0,41.0,50,2021-04-19,MAG_3,8
5.0,5.0,46.0,50,2021-07-24,MAG_1,2
-0.0,1.0,118.0,50,2021-07-11,MAG_3,0
-0.0,3.0,134.0,50,2021-10-29,MAG_3,2
2.0,2.0,96.0,30,2021-06-11,MAG_3,1
4.0,6.0,29.0,50,2021-04-26,MAG_3,1
2.0,2.0,121.0,30,2021-09-02,MAG_1,6
5.0,5.0,31.0,50,2022-02-13,MAG_4,9
6.0,6.0,60.0,40,2021-08-30,MAG_2,0
2.0,6.0,73.0,50,2022-01-10,MAG_4,1
2.0,2.0,123.0,50,2022-01-12,MAG_1,6
2.0,4.0,29.0,50,2021-07-10,MAG_3,0
4.0,4.0,30.0,30,2021-12-16,MAG_2,1
-0.0,6.0,168.0,50,2021-05-01,MAG_4,0
1.0,1.0,101.0,30,2021-12-15,MAG_3,7
0.0,20.0,118.0,50,2021-06-01,MAG_3,1
2.0,4.0,25.0,30,2021-08-22,MAG_3,1
3.0,6.0,67.0,50,2021-08-06,MAG_1,1
4.0,4.0,18.0,50,2021-06-19,MAG_1,0
12.0,12.0,22.0,50,2022-02-28,MAG_2,5
2.0,3.0,160.0,50,2021-11-11,MAG_2,0
4.0,5.0,37.0,30,2021-05-05,MAG_1,1
1.0,5.0,49.0,40,2021-10-06,MAG_3,1
1.0,1.0,128.0,50,2021-09-02,MAG_1,6
4.0,4.0,192.0,50,2021-01-24,MAG_3,4
1.0,2.0,89.0,50,2021-04-29,MAG_1,1
3.0,4.0,102.0,30,2022-02-22,MAG_4,2
0.0,5.0,40.0,50,2021-03-31,MAG_4,2
1.0,6.0,52.0,50,2021-10-01,MAG_4,1
2.0,2.0,114.0,50,2021-11-07,MAG_4,1
2.0,2.0,213.0,50,2021-08-25,MAG_4,0
4.0,4.0,164.0,50,2021-06-19,MAG_3,5
2.0,2.0,15.0,50,2021-12-08,MAG_3,1
3.0,5.0,20.0,50,2021-05-08,MAG_1,2
5.0,5.0,91.0,30,2021-01-16,MAG_4,4
5.0,5.0,89.0,50,2021-10-11,MAG_4,5
1.0,3.0,138.0,50,2021-05-29,MAG_3,1
2.0,3.0,96.0,50,2021-10-10,MAG_3,1
4.0,4.0,119.0,50,2021-02-02,MAG_2,4
-0.0,2.0,89.0,50,2021-06-10,MAG_2,1
1.0,1.0,113.0,50,2021-04-06,MAG_2,1
4.0,4.0,23.0,50,2021-11-10,MAG_3,4
4.0,5.0,92.0,50,2021-06-26,MAG_4,1
3.0,3.0,28.0,40,2021-07-26,MAG_2,6
3.0,5.0,253.0,50,2021-12-15,MAG_2,1
6.0,6.0,164.0,30,2021-03-10,MAG_2,8
1.0,6.0,203.0,30,2022-03-29,MAG_2,1
3.0,4.0,108.0,50,2022-03-08,MAG_4,0
0.0,2.0,108.0,50,2022-03-06,MAG_1,2
-0.0,4.0,171.0,30,2021-04-28,MAG_4,1
5.0,5.0,52.0,50,2021-10-17,MAG_4,6
2.0,5.0,190.0,30,2021-03-30,MAG_1,2
5.0,5.0,146.0,30,2021-08-17,MAG_1,4
6.0,6.0,106.0,50,2021-03-29,MAG_3,2
3.0,3.0,44.0,50,2021-09-23,MAG_1,0
4.0,4.0,46.0,50,2021-02-27,MAG_1,1
5.0,5.0,55.0,30,2021-05-25,MAG_4,1
1.0,5.0,24.0,50,2021-03-28,MAG_3,0
-0.0,1.0,27.0,50,2021-04-15,MAG_3,1
6.0,6.0,23.0,30,2021-05-10,MAG_3,2
3.0,4.0,91.0,50,2021-06-16,MAG_3,2
5.0,5.0,80.0,50,2021-05-16,MAG_3,3
3.0,6.0,127.0,50,2021-02-11,MAG_2,0
1.0,1.0,109.0,50,2021-04-19,MAG_4,8
2.0,6.0,138.0,30,2021-12-06,MAG_2,1
1.0,1.0,143.0,50,2021-04-29,MAG_2,6
2.0,4.0,94.0,50,2021-01-14,MAG_4,1
3.0,3.0,111.0,50,2021-11-14,MAG_1,9
6.0,6.0,84.0,50,2021-12-22,MAG_1,8
0.0,5.0,99.0,50,2021-02-11,MAG_1,0
4.0,4.0,116.0,30,2021-08-13,MAG_1,5
2.0,2.0,55.0,50,2021-09-25,MAG_4,8
2.0,2.0,53.0,50,2021-01-24,MAG_2,2
2.0,5.0,56.0,30,2021-07-04,MAG_4,1
6.0,6.0,165.0,50,2021-09-30,MAG_3,1
6.0,6.0,148.0,50,2021-04-07,MAG_2,8
4.0,6.0,163.0,40,2021-11-24,MAG_2,2
3.0,3.0,88.0,30,2021-08-08,MAG_1,4
3.0,3.0,118.0,50,2021-03-06,MAG_2,0
6.0,6.0,184.0,50,2021-07-14,MAG_3,1
10.0,25.0,39.0,50,2022-03-07,MAG_1,1
6.0,6.0,16.0,50,2022-03-25,MAG_1,8
3.0,3.0,140.0,50,2022-02-21,MAG_1,9
6.0,6.0,18.0,50,2022-01-31,MAG_1,8
1.0,1.0,71.0,30,2021-02-15,MAG_2,4
4.0,5.0,142.0,50,2021-01-30,MAG_4,1
5.0,5.0,157.0,50,2021-08-23,MAG_4,2
1.0,5.0,101.0,50,2021-05-22,MAG_3,1
6.0,6.0,60.0,50,2021-11-27,MAG_2,1
6.0,6.0,158.0,30,2021-03-13,MAG_4,7
2.0,10.0,53.0,50,2021-02-16,MAG_1,1
3.0,3.0,12.0,40,2021-08-12,MAG_2,1
5.0,6.0,26.0,50,2022-01-22,MAG_2,2
6.0,6.0,58.0,30,2021-01-07,MAG_3,4
3.0,5.0,114.0,50,2021-05-01,MAG_3,1
3.0,4.0,49.0,50,2022-03-27,MAG_4,1
-0.0,2.0,50.0,50,2021-01-28,MAG_1,2
5.0,5.0,97.0,50,2021-06-02,MAG_4,6
4.0,4.0,32.0,50,2021-03-24,MAG_1,8
-0.0,3.0,36.0,30,2021-10-16,MAG_2,0
2.0,2.0,20.0,40,2021-05-02,MAG_1,2
2.0,5.0,125.0,50,2021-05-19,MAG_3,2
2.0,6.0,91.0,50,2021-09-04,MAG_4,0
6.0,6.0,58.0,40,2021-02-08,MAG_3,9
4.0,4.0,94.0,50,2021-05-24,MAG_1,8
8.0,8.0,133.0,50,2021-08-23,MAG_4,8
3.0,3.0,36.0,50,2021-02-11,MAG_1,0
1.0,4.0,66.0,50,2021-12-05,MAG_4,1
4.0,4.0,110.0,30,2022-03-21,MAG_3,6
6.0,6.0,149.0,30,2021-07-05,MAG_4,3
3.0,3.0,33.0,50,2021-06-18,MAG_2,4
4.0,4.0,128.0,30,2021-10-15,MAG_1,7
-0.0,5.0,81.0,50,2021-04-09,MAG_1,0
8.0,10.0,32.0,50,2022-01-29,MAG_3,0
5.0,6.0,21.0,50,2021-06-12,MAG_1,1
6.0,10.0,140.0,30,2022-03-08,MAG_3,1
5.0,6.0,149.0,30,2021-05-14,MAG_2,0
2.0,5.0,186.0,30,2021-01-14,MAG_4,0
-0.0,4.0,110.0,50,2021-04-29,MAG_1,1
5.0,6.0,87.0,30,2021-05-26,MAG_2,0
2.0,4.0,19.0,30,2021-11-26,MAG_3,0
4.0,4.0,140.0,40,2021-03-02,MAG_3,6
6.0,6.0,124.0,40,2021-09-16,MAG_3,7
3.0,5.0,88.0,50,2021-03-25,MAG_1,1
3.0,3.0,114.0,50,2022-02-27,MAG_2,8
1.0,3.0,30.0,50,2021-06-06,MAG_1,0
10.0,10.0,34.0,30,2021-06-29,MAG_2,4
6.0,6.0,135.0,30,2021-09-24,MAG_4,5
-0.0,12.0,166.0,50,2021-03-19,MAG_4,0
2.0,4.0,44.0,50,2021-03-14,MAG_4,1
2.0,2.0,119.0,30,2021-09-01,MAG_4,0
3.0,3.0,76.0,30,2021-07-21,MAG_1,1
5.0,5.0,77.0,50,2021-09-05,MAG_4,1
0.0,1.0,158.0,50,2022-03-23,MAG_1,1
6.0,6.0,18.0,50,2021-05-29,MAG_1,1
0.0,6.0,33.0,50,2021-03-14,MAG_1,1
1.0,6.0,113.0,50,2021-04-16,MAG_3,0
6.0,6.0,212.0,50,2022-03-23,MAG_3,9
4.0,4.0,190.0,50,2021-09-27,MAG_3,6
3.0,6.0,93.0,40,2021-08-17,MAG_2,0
4.0,4.0,26.0,50,2021-04-04,MAG_3,6
6.0,6.0,192.0,40,2021-12-15,MAG_3,5
8.0,8.0,100.0,50,2021-03-02,MAG_4,6
1.0,4.0,129.0,40,2022-01-12,MAG_4,0
3.0,5.0,87.0,50,2021-06-01,MAG_2,0
2.0,3.0,38.0,50,2022-01-11,MAG_2,1
4.0,4.0,117.0,50,2021-01-01,MAG_3,3
2.0,2.0,105.0,50,2021-07-08,MAG_1,0
3.0,3.0,16.0,50,2022-01-03,MAG_1,0
5.0,5.0,133.0,40,2021-04-08,MAG_1,7
6.0,6.0,52.0,30,2021-01-17,MAG_1,6
2.0,6.0,20.0,40,2021-12-20,MAG_1,1
20.0,20.0,132.0,50,2021-10-15,MAG_3,1
5.0,5.0,41.0,50,2021-08-01,MAG_4,1
4.0,5.0,56.0,40,2021-05-24,MAG_4,2
8.0,10.0,28.0,50,2021-01-09,MAG_4,1
8.0,12.0,73.0,50,2021-02-27,MAG_3,1
2.0,6.0,180.0,30,2022-03-09,MAG_1,0
3.0,5.0,60.0,50,2021-06-01,MAG_1,0
4.0,4.0,117.0,50,2021-06-14,MAG_2,5
8.0,12.0,70.0,40,2021-02-18,MAG_1,1
3.0,6.0,120.0,30,2021-07-01,MAG_4,2
5.0,5.0,158.0,30,2021-09-19,MAG_2,5
4.0,4.0,231.0,40,2022-01-06,MAG_1,9
5.0,6.0,145.0,40,2022-02-09,MAG_1,1
6.0,6.0,75.0,30,2021-02-14,MAG_3,9
6.0,6.0,89.0,50,2021-01-10,MAG_1,7
2.0,3.0,41.0,50,2021-03-24,MAG_1,1
6.0,6.0,110.0,50,2022-01-15,MAG_1,6
8.0,10.0,30.0,50,2021-11-10,MAG_2,0
6.0,6.0,34.0,50,2021-11-14,MAG_3,3
5.0,5.0,67.0,40,2021-11-01,MAG_3,5
4.0,6.0,276.0,50,2021-02-12,MAG_3,0
1.0,5.0,20.0,50,2021-01-17,MAG_4,1
1.0,1.0,139.0,50,2021-07-28,MAG_4,5
-0.0,6.0,21.0,50,2021-07-16,MAG_4,1
5.0,5.0,195.0,30,2021-01-09,MAG_2,1
20.0,20.0,56.0,50,2021-04-14,MAG_2,4
3.0,5.0,149.0,50,2021-12-16,MAG_3,1
15.0,20.0,111.0,30,2021-01-11,MAG_1,1
3.0,3.0,30.0,50,2021-02-25,MAG_2,1
4.0,4.0,101.0,30,2021-09-23,MAG_4,3
0.0,2.0,236.0,30,2021-05-28,MAG_3,1
10.0,10.0,36.0,50,2021-05-10,MAG_3,7
5.0,5.0,121.0,50,2021-02-06,MAG_1,1
2.0,3.0,104.0,40,2021-10-04,MAG_1,0
4.0,4.0,204.0,50,2021-03-31,MAG_3,8
1.0,1.0,19.0,50,2021-10-29,MAG_2,9
5.0,5.0,169.0,50,2022-01-14,MAG_4,1
3.0,4.0,39.0,30,2022-02-24,MAG_4,1
6.0,6.0,92.0,50,2022-02-27,MAG_1,1
1.0,2.0,113.0,40,2021-10-27,MAG_3,1
2.0,10.0,118.0,30,2021-06-15,MAG_3,0
1.0,6.0,18.0,50,2021-06-06,MAG_3,1
3.0,3.0,65.0,50,2021-06-18,MAG_1,3
1.0,1.0,23.0,30,2021-08-17,MAG_1,1
6.0,6.0,78.0,50,2021-06-15,MAG_1,1
-0.0,4.0,33.0,50,2021-08-25,MAG_3,1
-0.0,1.0,50.0,30,2021-04-29,MAG_4,2
3.0,6.0,90.0,50,2022-01-24,MAG_2,0
3.0,4.0,125.0,50,2021-08-03,MAG_2,2
3.0,5.0,204.0,50,2021-09-25,MAG_3,1
4.0,4.0,18.0,50,2021-02-08,MAG_4,8
4.0,4.0,144.0,50,2021-09-27,MAG_1,4
3.0,4.0,105.0,50,2021-07-23,MAG_1,1
2.0,2.0,123.0,50,2021-10-02,MAG_1,8
3.0,3.0,176.0,50,2022-01-10,MAG_2,1
2.0,6.0,128.0,50,2021-01-26,MAG_4,1
-0.0,3.0,115.0,30,2021-01-22,MAG_4,1
4.0,4.0,97.0,30,2021-01-31,MAG_1,4
1.0,2.0,55.0,40,2021-03-10,MAG_4,1
6.0,6.0,77.0,50,2022-02-06,MAG_2,5
6.0,6.0,147.0,50,2022-03-03,MAG_3,5
1.0,4.0,110.0,50,2021-06-12,MAG_2,1
10.0,10.0,95.0,50,2021-12-10,MAG_3,9
-0.0,3.0,87.0,50,2021-02-04,MAG_1,1
2.0,3.0,90.0,50,2021-06-16,MAG_2,1
4.0,4.0,73.0,30,2022-01-26,MAG_4,8
2.0,4.0,150.0,50,2021-02-24,MAG_1,0
1.0,5.0,263.0,50,2021-08-29,MAG_3,1
1.0,5.0,147.0,50,2022-02-02,MAG_2,1
4.0,6.0,167.0,50,2021-11-06,MAG_1,1
0.0,2.0,65.0,30,2022-02-07,MAG_1,2
6.0,6.0,88.0,30,2021-07-31,MAG_2,8
6.0,6.0,101.0,50,2021-11-21,MAG_1,7
1.0,3.0,125.0,50,2021-12-15,MAG_3,0
1.0,4.0,39.0,50,2022-02-04,MAG_4,2
6.0,10.0,98.0,30,2022-01-20,MAG_4,1
8.0,8.0,31.0,50,2022-03-21,MAG_4,6
1.0,5.0,50.0,50,2021-02-06,MAG_3,0
5.0,5.0,152.0,40,2021-08-02,MAG_1,5
1.0,6.0,105.0,50,2021-07-09,MAG_4,0
6.0,6.0,169.0,50,2022-03-31,MAG_2,5
12.0,12.0,23.0,50,2021-11-16,MAG_3,3
2.0,3.0,199.0,50,2021-07-10,MAG_2,1
5.0,5.0,59.0,50,2021-09-15,MAG_2,9
3.0,4.0,82.0,30,2021-07-09,MAG_3,0
3.0,5.0,59.0,50,2021-07-14,MAG_2,2
1.0,1.0,151.0,40,2021-10-09,MAG_2,6
2.0,4.0,117.0,30,2021-12-13,MAG_1,1
2.0,6.0,110.0,30,2021-04-11,MAG_3,1
6.0,6.0,56.0,30,2021-06-09,MAG_4,9
3.0,6.0,33.0,50,2021-03-09,MAG_2,1
2.0,6.0,26.0,50,2021-07-11,MAG_2,1
8.0,8.0,39.0,40,2021-10-13,MAG_4,7
1.0,1.0,79.0,30,2021-08-05,MAG_4,1
2.0,4.0,83.0,50,2021-09-04,MAG_4,1
4.0,4.0,38.0,50,2021-01-04,MAG_1,4
1.0,5.0,43.0,50,2021-11-04,MAG_2,1
2.0,2.0,98.0,50,2021-09-15,MAG_2,1
6.0,6.0,87.0,40,2021-06-21,MAG_1,5
5.0,5.0,58.0,50,2021-06-14,MAG_2,9
6.0,6.0,74.0,30,2022-02-13,MAG_3,9
2.0,6.0,125.0,50,2021-09-06,MAG_1,1
3.0,5.0,118.0,30,2021-08-25,MAG_2,1
2.0,6.0,153.0,50,2021-11-24,MAG_3,1
4.0,4.0,49.0,50,2021-12-28,MAG_4,9
5.0,6.0,123.0,40,2021-12-09,MAG_3,1
1.0,1.0,62.0,50,2021-05-09,MAG_4,6
0.0,6.0,19.0,50,2021-08-01,MAG_2,0
1.0,5.0,42.0,30,2021-09-24,MAG_1,1
5.0,5.0,69.0,50,2021-12-03,MAG_1,1
1.0,3.0,68.0,30,2021-03-12,MAG_4,2
3.0,3.0,91.0,50,2021-03-30,MAG_4,8
3.0,5.0,165.0,50,2021-06-12,MAG_3,2
1.0,3.0,53.0,50,2021-02-20,MAG_1,0
-0.0,4.0,148.0,50,2021-07-11,MAG_3,1
3.0,6.0,184.0,50,2022-01-11,MAG_3,1
6.0,6.0,113.0,50,2021-05-15,MAG_1,5
-0.0,2.0,166.0,50,2021-02-18,MAG_3,1
5.0,5.0,55.0,50,2021-06-28,MAG_3,3
1.0,4.0,197.0,30,2021-04-10,MAG_4,0
3.0,5.0,98.0,30,2021-12-24,MAG_2,1
1.0,5.0,269.0,50,2021-08-25,MAG_4,1
3.0,4.0,82.0,30,2021-05-08,MAG_3,1
1.0,6.0,171.0,30,2021-07-17,MAG_1,2
1.0,3.0,112.0,50,2021-11-08,MAG_4,1
1.0,2.0,99.0,40,2021-06-09,MAG_2,0
0.0,1.0,21.0,50,2022-03-20,MAG_3,1
5.0,5.0,226.0,50,2021-08-10,MAG_3,1
6.0,6.0,57.0,50,2021-06-20,MAG_2,5
3.0,6.0,22.0,30,2021-05-29,MAG_4,0
3.0,3.0,169.0,40,2022-01-30,MAG_1,4
4.0,4.0,235.0,50,2021-08-18,MAG_1,8
2.0,3.0,61.0,50,2021-01-16,MAG_2,1
1.0,6.0,29.0,40,2022-01-27,MAG_1,2
4.0,4.0,172.0,30,2021-12-29,MAG_4,4
12.0,12.0,141.0,50,2022-01-15,MAG_2,6
8.0,12.0,46.0,30,2021-06-24,MAG_2,0
4.0,4.0,104.0,50,2021-06-26,MAG_4,2
1.0,6.0,80.0,30,2021-04-27,MAG_4,1
4.0,4.0,165.0,50,2021-02-24,MAG_3,0
8.0,8.0,18.0,50,2021-04-17,MAG_3,3
1.0,3.0,108.0,40,2022-03-13,MAG_2,1
15.0,15.0,91.0,30,2021-09-28,MAG_3,4
1.0,6.0,76.0,30,2021-05-23,MAG_4,0
0.0,6.0,168.0,50,2021-06-27,MAG_3,1
1.0,4.0,73.0,50,2021-10-04,MAG_1,1
6.0,6.0,53.0,50,2022-02-05,MAG_1,0
0.0,3.0,77.0,50,2022-03-04,MAG_3,1
3.0,5.0,150.0,50,2022-01-23,MAG_3,2
4.0,4.0,44.0,50,2021-12-09,MAG_2,0
-0.0,6.0,63.0,30,2021-10-15,MAG_3,1
4.0,6.0,75.0,30,2021-03-28,MAG_1,1
6.0,6.0,169.0,30,2022-01-13,MAG_4,6
4.0,5.0,164.0,50,2021-03-08,MAG_4,0
3.0,5.0,136.0,50,2021-01-25,MAG_4,1
1.0,3.0,77.0,30,2021-11-13,MAG_3,0
20.0,25.0,98.0,50,2021-01-25,MAG_2,2
2.0,5.0,81.0,50,2021-06-19,MAG_2,0
4.0,4.0,11.0,50,2021-12-23,MAG_1,4
5.0,5.0,84.0,50,2021-06-04,MAG_4,8
1.0,4.0,178.0,50,2021-11-03,MAG_4,0
5.0,6.0,127.0,30,2021-09-13,MAG_1,2
5.0,5.0,198.0,30,2021-04-15,MAG_4,7
-0.0,2.0,184.0,50,2021-05-08,MAG_3,1
4.0,6.0,69.0,50,2021-08-30,MAG_3,1
10.0,25.0,129.0,50,2022-03-26,MAG_2,0
2.0,6.0,48.0,50,2021-11-24,MAG_2,2
5.0,6.0,120.0,50,2022-03-01,MAG_4,1
3.0,5.0,47.0,50,2021-10-06,MAG_3,0
5.0,5.0,144.0,30,2021-07-22,MAG_4,3
5.0,6.0,66.0,50,2021-11-12,MAG_1,2
0.0,4.0,168.0,30,2021-10-05,MAG_4,1
12.0,12.0,143.0,50,2021-08-25,MAG_4,9
6.0,6.0,97.0,50,2021-05-24,MAG_3,6
8.0,8.0,120.0,50,2021-05-01,MAG_1,3
5.0,5.0,97.0,40,2021-05-26,MAG_1,3
1.0,6.0,18.0,30,2022-02-08,MAG_2,0
1.0,1.0,101.0,50,2021-01-07,MAG_4,1
5.0,5.0,17.0,40,2021-09-29,MAG_3,1
2.0,6.0,115.0,50,2021-07-13,MAG_1,1
5.0,6.0,91.0,50,2021-03-19,MAG_4,1
0.0,2.0,41.0,40,2022-02-22,MAG_1,2
4.0,6.0,180.0,50,2021-03-12,MAG_2,0
-0.0,3.0,160.0,50,2022-02-08,MAG_4,0
4.0,12.0,145.0,50,2021-11-20,MAG_1,1
1.0,4.0,163.0,50,2021-12-29,MAG_3,2
2.0,3.0,83.0,50,2021-02-22,MAG_2,1
3.0,5.0,125.0,50,2021-07-13,MAG_3,0
5.0,6.0,81.0,30,2021-02-20,MAG_2,1
1.0,2.0,63.0,30,2022-02-06,MAG_1,1
1.0,1.0,103.0,30,2021-03-06,MAG_1,2
5.0,5.0,83.0,50,2021-02-13,MAG_2,7
2.0,3.0,102.0,30,2021-12-22,MAG_4,1
1.0,1.0,133.0,50,2021-12-21,MAG_2,0
